Payment_ID,Loan_ID,Payment_Date,Payment_Amount,Payment_Status
17778,5552,2026-02-09,155398.03,Paid
17779,9068,2026-08-20,21673.22,Paid
17780,8922,2023-09-03,16243.7,Paid
17781,143,2023-09-22,18518.1,Partial
17782,13159,2025-05-12,12108.33,Partial
17783,11675,2024-05-25,148217.15,Paid
17784,9685,2024-12-17,0.0,Missed
17785,12702,2025-07-18,41924.76,Paid
17786,14611,2024-03-09,88881.42,Paid
17787,2606,2023-11-25,153489.44,Paid
17788,8825,2025-08-04,7836.35,Paid
17789,4978,2022-06-18,24739.11,Paid
17790,8682,2023-10-06,20216.78,Paid
17791,6408,2026-02-15,97140.58,Paid
17792,12418,2025-10-25,43654.59,Paid
17793,4502,2024-11-30,97331.03,Paid
17794,11912,2023-12-02,26526.0,Paid
17795,3889,2026-06-26,25916.76,Paid
17796,10676,2024-11-06,0.0,Missed
17797,2881,2025-10-07,98814.04,Paid
17798,6090,2025-05-13,14885.08,Partial
17799,11625,2025-04-20,235241.265,Late
17800,11208,2024-01-26,235241.265,Paid
17801,11914,2024-07-27,123624.24,Paid
17802,12331,2026-01-14,31769.11,Paid
17803,4968,2024-10-18,0.0,Missed
17804,8304,2026-07-16,156858.49,Paid
17805,624,2022-06-21,33510.49,Paid
17806,1043,2023-06-25,16919.43,Paid
17807,6558,2025-07-21,0.0,Missed
17808,326,2025-01-04,97492.16,Paid
17809,11880,2024-04-30,11052.79,Paid
17810,13518,2027-02-19,89589.74,Paid
17811,3570,2026-11-10,167279.49,Paid
17812,8135,2024-02-10,49659.69,Paid
17813,7053,2025-05-03,142488.75,Late
17814,12151,2025-03-27,96267.51,Paid
17815,8652,2025-05-14,96760.66,Paid
17816,4519,2025-08-14,14448.05,Paid
17817,12192,2026-04-08,72584.87,Late
17818,1143,2024-02-05,0.0,Missed
17819,9209,2024-04-24,61912.75,Paid
17820,3010,2024-03-19,10925.15,Paid
17821,11252,2025-01-15,68392.68,Paid
17822,8093,2025-11-24,12871.71,Paid
17823,8816,2026-09-02,30608.55,Paid
17824,13798,2023-12-13,32219.29,Late
17825,7186,2025-09-10,60105.15,Paid
17826,9029,2023-03-30,122363.1,Late
17827,14045,2022-08-11,33705.91,Paid
17828,12915,2023-07-15,26888.94,Paid
17829,10207,2025-07-05,52733.45,Paid
17830,1894,2025-10-10,189516.69,Paid
17831,11758,2023-01-26,25387.56,Paid
17832,10903,2025-11-08,8366.55,Paid
17833,11875,2025-06-18,80998.37,Paid
17834,6807,2025-03-28,60298.5,Paid
17835,8960,2025-01-05,78936.29,Paid
17836,5495,2025-05-22,17798.19,Paid
17837,9873,2024-06-02,126282.62,Paid
17838,14805,2022-06-29,148515.69,Paid
17839,5046,2023-04-28,38794.41,Paid
17840,2490,2025-07-05,235241.265,Paid
17841,7616,2024-06-16,79917.21,Paid
17842,10509,2023-02-05,34358.87,Paid
17843,6946,2023-01-16,59153.34,Paid
17844,14355,2023-12-15,10462.19,Paid
17845,13634,2023-10-19,59094.69,Paid
17846,13867,2026-12-30,59149.11,Paid
17847,329,2023-06-17,11310.57,Paid
17848,8168,2024-11-06,36881.67,Paid
17849,5416,2023-06-17,11707.07,Late
17850,8732,2024-05-10,68501.83,Paid
17851,9891,2026-08-20,161118.56,Late
17852,7145,2026-09-05,206944.33,Paid
17853,11965,2025-07-22,94320.32,Paid
17854,11466,2026-08-22,0.0,Missed
17855,8807,2023-09-06,50533.87,Paid
17856,5830,2024-09-21,56373.05,Paid
17857,1101,2025-08-19,62116.09,Paid
17858,6075,2025-01-26,52168.84,Paid
17859,8181,2024-12-17,57572.69,Paid
17860,200,2023-03-07,83967.1,Late
17861,2242,2023-01-01,0.0,Missed
17862,12509,2025-02-28,13206.03,Paid
17863,8857,2024-04-02,164862.41,Paid
17864,3068,2025-05-06,72603.0,Paid
17865,1589,2026-01-07,41541.68,Paid
17866,3628,2024-06-11,66275.0,Paid
17867,265,2024-03-05,137604.23,Late
17868,11850,2025-04-16,131565.92,Paid
17869,1951,2022-10-02,16518.87,Paid
17870,8014,2023-08-04,7973.92,Late
17871,7145,2025-02-12,207935.4,Paid
17872,1397,2026-11-15,11022.74,Paid
17873,12838,2024-03-26,33695.88,Late
17874,8010,2022-09-15,122805.89,Paid
17875,2695,2023-10-11,27579.25,Paid
17876,11402,2023-09-23,82581.65,Paid
17877,6311,2024-01-05,109693.71,Paid
17878,9855,2024-04-28,19242.03,Paid
17879,10795,2022-07-11,46531.09,Late
17880,2821,2024-08-23,65775.67,Paid
17881,7558,2024-03-16,39772.36,Paid
17882,3718,2024-07-28,71542.56,Partial
17883,2911,2025-08-07,57787.93,Paid
17884,3036,2023-12-01,31735.85,Paid
17885,6904,2022-10-26,59997.07,Paid
17886,11658,2025-10-27,53374.92,Paid
17887,6317,2025-09-08,67696.38,Paid
17888,6663,2024-07-18,28392.16,Paid
17889,9689,2024-03-25,63151.07,Paid
17890,3490,2024-09-20,43549.95,Paid
17891,9969,2022-12-07,20794.71,Late
17892,2850,2026-04-25,61802.66,Paid
17893,9382,2025-02-24,62577.47,Paid
17894,7090,2023-09-14,70224.58,Paid
17895,1069,2024-04-19,108762.4,Paid
17896,9740,2024-05-15,7616.87,Partial
17897,12418,2026-06-02,37617.16,Late
17898,12609,2023-09-19,89526.1,Late
17899,11517,2026-01-12,235241.265,Paid
17900,12627,2024-03-09,17524.22,Partial
17901,11739,2027-01-03,31596.55,Paid
17902,14308,2025-06-03,20241.55,Paid
17903,12424,2024-12-19,7412.95,Paid
17904,3790,2023-09-06,235241.265,Paid
17905,12761,2023-01-14,37488.86,Paid
17906,7528,2024-03-07,106507.61,Paid
17907,7363,2025-12-16,164576.05,Paid
17908,8311,2025-01-21,141501.65,Paid
17909,2406,2025-04-25,104459.99,Paid
17910,1463,2024-08-04,54697.8,Paid
17911,3229,2025-02-21,87154.83,Paid
17912,2096,2024-05-18,142092.45,Paid
17913,10028,2023-07-05,52576.62,Paid
17914,3078,2024-12-20,0.0,Missed
17915,14301,2025-04-14,7481.82,Partial
17916,10564,2024-01-26,219175.14,Paid
17917,13473,2024-06-11,36677.48,Paid
17918,3622,2023-05-21,56411.29,Paid
17919,8322,2022-04-14,146723.66,Paid
17920,6984,2025-10-02,48960.61,Paid
17921,174,2024-10-10,41357.48,Late
17922,14937,2023-03-18,67027.85,Late
17923,12285,2026-07-10,28638.45,Paid
17924,2892,2025-08-06,28893.22,Late
17925,14457,2025-04-25,209454.59,Paid
17926,11871,2026-10-12,21162.83,Partial
17927,4056,2026-02-23,2691.38,Paid
17928,2025,2023-11-22,46458.99,Paid
17929,11609,2023-04-01,95245.27,Paid
17930,1952,2023-03-04,72792.15,Late
17931,11869,2025-02-25,119956.68,Paid
17932,9909,2025-09-07,10756.56,Late
17933,574,2025-04-12,143661.39,Late
17934,11000,2026-03-14,88443.79,Paid
17935,13762,2023-07-14,9452.16,Paid
17936,4022,2025-01-12,62927.94,Paid
17937,8026,2022-11-05,0.0,Missed
17938,8299,2025-02-12,26495.59,Paid
17939,7198,2024-11-14,68463.9,Paid
17940,4157,2024-04-24,147322.18,Paid
17941,5652,2025-02-14,46175.82,Paid
17942,4630,2025-03-25,232460.58,Paid
17943,5227,2023-10-15,14283.74,Paid
17944,12357,2024-07-19,8626.89,Late
17945,14514,2024-06-08,7022.4,Paid
17946,5090,2023-09-20,167266.43,Late
17947,901,2025-04-02,80369.21,Paid
17948,3196,2025-03-18,108708.95,Paid
17949,3820,2024-08-28,71340.01,Paid
17950,7654,2025-01-27,58127.99,Paid
17951,1329,2024-01-29,199030.33,Paid
17952,13162,2025-03-09,39283.4,Late
17953,3116,2023-11-21,0.0,Missed
17954,7363,2024-09-25,166632.9,Paid
17955,5927,2025-01-22,113365.11,Paid
17956,3810,2026-08-10,68076.67,Paid
17957,12950,2024-07-04,39903.16,Paid
17958,2256,2023-11-26,78787.3,Paid
17959,1321,2025-04-23,0.0,Missed
17960,7226,2026-02-16,20512.75,Paid
17961,12251,2025-09-02,116539.07,Paid
17962,4137,2023-03-12,101328.4,Paid
17963,8546,2024-10-09,102938.46,Late
17964,1154,2025-04-28,15435.88,Paid
17965,11916,2025-08-21,140516.42,Paid
17966,8867,2023-09-09,41591.84,Paid
17967,1563,2024-02-27,112993.95,Paid
17968,887,2026-09-16,15844.0,Paid
17969,6143,2024-07-03,86093.71,Paid
17970,13233,2024-06-08,20440.31,Paid
17971,5357,2026-10-20,67028.21,Paid
17972,4915,2024-08-26,80197.21,Late
17973,1538,2026-04-18,200970.74,Late
17974,6218,2026-05-30,0.0,Missed
17975,12199,2024-08-16,37862.91,Paid
17976,6561,2025-09-09,130493.21,Paid
17977,1871,2024-07-18,59216.01,Paid
17978,8450,2025-03-12,61518.23,Paid
17979,7579,2023-01-05,52465.41,Paid
17980,2871,2024-10-24,72329.19,Late
17981,4888,2022-02-20,68414.09,Paid
17982,5538,2024-10-03,214847.38,Paid
17983,2892,2025-01-03,30719.51,Late
17984,5464,2023-08-09,7572.43,Paid
17985,14263,2025-11-04,52362.56,Paid
17986,9646,2025-08-19,150988.2,Paid
17987,14298,2026-03-01,38478.88,Paid
17988,7040,2024-09-18,125164.26,Paid
17989,2227,2023-07-24,38519.16,Paid
17990,4436,2024-10-12,38634.96,Paid
17991,5167,2024-12-19,36901.69,Paid
17992,7238,2023-08-21,0.0,Missed
17993,1323,2022-12-17,0.0,Missed
17994,12873,2024-11-12,102397.52,Paid
17995,7506,2024-11-02,26324.36,Paid
17996,4127,2023-06-29,145200.26,Paid
17997,5389,2024-09-07,44549.41,Paid
17998,1416,2022-11-21,145707.72,Partial
17999,2508,2025-03-28,36094.28,Paid
18000,14667,2023-07-24,94261.85,Paid
18001,10995,2023-11-03,15750.89,Paid
18002,6866,2025-03-26,71750.4,Late
18003,153,2025-07-21,131537.07,Late
18004,2054,2024-11-22,235241.265,Paid
18005,12718,2023-08-16,235241.265,Paid
18006,10620,2024-01-06,23256.68,Paid
18007,14137,2027-01-11,0.0,Missed
18008,1544,2024-05-25,53682.05,Paid
18009,9221,2024-08-23,134590.49,Paid
18010,888,2023-09-19,235241.265,Paid
18011,6505,2023-12-29,27239.86,Paid
18012,10566,2024-10-17,133811.93,Paid
18013,2723,2023-03-20,235241.265,Paid
18014,10767,2023-04-27,132017.25,Paid
18015,322,2024-06-15,118579.36,Paid
18016,3943,2024-02-26,77210.49,Paid
18017,30,2024-09-05,183922.03,Paid
18018,11583,2023-05-04,59267.39,Paid
18019,6639,2024-12-15,7262.34,Paid
18020,3485,2025-07-12,105365.53,Paid
18021,8319,2025-05-26,138186.46,Late
18022,7972,2026-08-14,200694.72,Paid
18023,4979,2023-04-13,17151.59,Paid
18024,13836,2023-09-24,102962.32,Paid
18025,498,2025-01-04,37611.73,Paid
18026,9309,2023-01-24,37560.33,Paid
18027,13237,2024-04-26,17579.87,Partial
18028,5858,2025-09-11,97560.49,Paid
18029,9596,2023-06-07,116865.76,Paid
18030,547,2024-04-26,143479.7,Paid
18031,1628,2023-12-19,89033.39,Paid
18032,13955,2026-11-19,36311.89,Paid
18033,14897,2024-01-31,153863.62,Paid
18034,61,2024-07-28,52040.76,Paid
18035,12557,2024-12-02,81699.85,Paid
18036,6084,2022-02-24,37111.51,Late
18037,11423,2025-04-29,36371.72,Paid
18038,2587,2023-12-17,91366.66,Paid
18039,10118,2023-11-02,85304.41,Paid
18040,1540,2026-03-24,206648.99,Paid
18041,1702,2025-08-12,147555.96,Paid
18042,400,2023-10-19,146993.75,Paid
18043,5431,2024-04-11,209523.04,Paid
18044,10522,2023-06-29,55694.94,Late
18045,8129,2026-06-02,219829.85,Paid
18046,3129,2025-03-29,74472.18,Paid
18047,9766,2024-09-11,123602.49,Paid
18048,11016,2022-11-09,67681.53,Late
18049,4731,2025-10-29,224294.44,Paid
18050,8939,2024-12-03,5663.37,Late
18051,561,2025-02-07,33913.0,Partial
18052,6084,2022-12-22,41330.91,Paid
18053,14263,2025-01-06,49003.26,Paid
18054,9680,2025-03-23,23188.35,Paid
18055,6408,2025-02-14,89976.33,Paid
18056,10429,2025-01-16,0.0,Missed
18057,5040,2023-08-11,95219.07,Paid
18058,7245,2024-03-30,9302.06,Partial
18059,8154,2025-06-23,55793.59,Paid
18060,8294,2025-01-01,10987.41,Paid
18061,14884,2024-02-06,17693.06,Paid
18062,14676,2024-03-31,47154.32,Paid
18063,13441,2022-03-11,199890.92,Paid
18064,188,2026-08-25,100360.53,Paid
18065,8379,2024-07-16,40190.74,Partial
18066,2992,2025-01-22,134482.64,Partial
18067,7432,2026-03-20,34936.6,Paid
18068,5774,2023-12-05,5094.37,Partial
18069,5563,2023-06-06,199570.12,Late
18070,9340,2023-08-21,43475.79,Paid
18071,14778,2023-07-22,44042.43,Paid
18072,6606,2024-09-18,17331.25,Paid
18073,1912,2024-08-13,85016.22,Paid
18074,344,2026-06-22,114939.52,Paid
18075,2659,2025-07-01,9597.73,Late
18076,14829,2025-03-26,36863.31,Paid
18077,574,2026-01-16,104159.73,Partial
18078,6304,2027-01-07,35600.04,Paid
18079,10318,2024-01-02,72258.73,Paid
18080,804,2024-08-18,41719.93,Paid
18081,4991,2023-12-11,99648.86,Paid
18082,13290,2022-08-21,62326.63,Paid
18083,2256,2022-10-05,74267.78,Paid
18084,14902,2026-08-03,86723.61,Paid
18085,9599,2025-01-31,23497.61,Late
18086,14676,2024-06-26,17933.94,Partial
18087,4195,2025-04-03,55159.15,Paid
18088,14469,2024-07-02,101879.75,Paid
18089,415,2024-11-07,33474.49,Paid
18090,6887,2022-12-12,10709.66,Paid
18091,14457,2025-10-29,216564.28,Paid
18092,4716,2024-02-10,48214.37,Partial
18093,10041,2025-04-05,36659.46,Partial
18094,7920,2024-02-23,61810.62,Paid
18095,1322,2025-11-12,49145.88,Paid
18096,9763,2025-09-17,12780.76,Paid
18097,10661,2023-04-15,73319.63,Paid
18098,13552,2025-12-21,11726.53,Paid
18099,4064,2024-10-21,22927.41,Partial
18100,3531,2025-11-13,17112.0,Paid
18101,3354,2024-07-17,14902.65,Paid
18102,7485,2022-08-25,9537.84,Paid
18103,4276,2025-02-17,0.0,Missed
18104,9258,2025-08-31,64872.35,Paid
18105,1012,2024-03-04,58499.16,Paid
18106,13900,2026-09-29,78876.19,Paid
18107,5796,2026-05-22,34993.45,Paid
18108,12646,2024-08-18,11841.07,Paid
18109,11229,2025-04-09,12785.24,Paid
18110,5571,2024-08-18,123241.98,Paid
18111,11909,2023-09-24,21210.64,Paid
18112,10973,2024-12-24,98945.13,Paid
18113,6683,2023-08-20,89939.95,Paid
18114,4667,2025-05-14,9260.87,Paid
18115,2009,2024-04-15,177064.57,Late
18116,946,2026-04-17,151476.35,Paid
18117,12232,2024-11-04,98215.08,Paid
18118,6301,2025-08-06,145827.19,Paid
18119,4567,2023-06-15,47184.9,Paid
18120,9654,2025-03-11,12056.28,Paid
18121,12321,2024-11-18,218338.76,Paid
18122,1107,2023-12-15,43075.16,Late
18123,13078,2023-08-08,104325.0,Late
18124,1703,2024-05-19,63199.16,Paid
18125,12732,2023-12-21,132697.05,Paid
18126,383,2025-07-08,63056.82,Paid
18127,4905,2025-10-17,34720.38,Paid
18128,3638,2025-07-30,72331.58,Paid
18129,10649,2024-09-01,15117.01,Partial
18130,10215,2024-07-31,64590.1,Paid
18131,186,2026-04-22,115779.87,Paid
18132,13196,2025-10-25,26529.09,Partial
18133,6675,2025-02-02,149041.7,Paid
18134,8078,2026-06-01,32846.13,Paid
18135,7369,2025-03-14,22516.19,Paid
18136,4507,2022-09-05,64336.44,Paid
18137,11208,2024-04-03,235241.265,Paid
18138,6185,2024-08-21,65802.34,Paid
18139,7660,2022-06-22,0.0,Missed
18140,5850,2024-01-19,7800.77,Paid
18141,11182,2023-06-11,131206.39,Late
18142,1404,2022-12-09,138192.28,Paid
18143,9510,2025-12-18,69938.46,Paid
18144,11869,2026-02-20,130295.89,Paid
18145,3073,2026-05-22,48411.47,Paid
18146,1463,2025-08-11,54184.26,Paid
18147,13576,2025-10-02,119189.25,Late
18148,10564,2023-11-23,186847.18,Late
18149,7181,2025-03-01,41095.1,Paid
18150,8355,2025-06-01,25722.82,Paid
18151,12478,2023-06-17,43801.28,Paid
18152,2732,2024-02-22,157942.7,Paid
18153,2041,2025-05-07,111383.29,Paid
18154,11864,2024-10-19,11498.73,Paid
18155,14361,2023-12-08,19283.48,Late
18156,9510,2025-08-27,70199.29,Paid
18157,11709,2024-05-01,150819.44,Paid
18158,14974,2024-06-12,25329.44,Late
18159,13537,2025-10-30,79370.32,Partial
18160,8667,2022-10-06,78791.55,Paid
18161,9615,2025-06-09,12851.66,Late
18162,7864,2026-04-11,144743.43,Late
18163,2210,2024-10-20,89952.86,Paid
18164,3789,2025-03-23,53794.26,Paid
18165,2707,2025-10-22,0.0,Missed
18166,563,2024-08-07,49230.37,Paid
18167,1301,2025-05-23,98434.66,Paid
18168,6493,2024-10-16,51434.87,Paid
18169,11160,2023-12-16,48269.17,Paid
18170,12656,2025-08-09,95256.98,Paid
18171,14669,2024-05-08,109142.43,Paid
18172,10084,2025-05-22,65137.14,Paid
18173,10552,2024-04-15,27223.59,Late
18174,337,2025-02-05,29458.01,Paid
18175,4979,2024-03-04,15713.76,Paid
18176,3472,2023-11-16,44029.13,Paid
18177,13352,2026-02-05,0.0,Missed
18178,6860,2025-12-10,5205.51,Paid
18179,12409,2023-12-17,22641.7,Partial
18180,6288,2024-12-21,18083.13,Paid
18181,6618,2026-04-20,83487.53,Paid
18182,1395,2024-01-28,12557.37,Late
18183,3697,2024-09-29,174539.18,Paid
18184,8156,2025-05-05,104960.96,Paid
18185,7965,2023-02-25,162118.31,Paid
18186,5140,2025-05-31,108430.77,Late
18187,2936,2024-06-10,58304.54,Paid
18188,12112,2024-04-13,76081.72,Paid
18189,8343,2026-04-03,77699.84,Paid
18190,7972,2026-01-14,206343.25,Paid
18191,5140,2025-01-28,113170.78,Paid
18192,6318,2026-09-08,14883.42,Partial
18193,10513,2026-08-16,116342.35,Paid
18194,13919,2026-03-31,62572.72,Late
18195,13610,2024-05-11,114727.27,Paid
18196,371,2024-12-30,60676.22,Partial
18197,6478,2023-10-03,84986.78,Paid
18198,5764,2023-10-27,63208.35,Paid
18199,10652,2025-01-29,162529.86,Paid
18200,10620,2022-09-04,21266.78,Late
18201,11675,2024-05-07,143830.7,Paid
18202,14957,2023-12-15,139711.15,Paid
18203,2774,2024-11-08,23560.98,Paid
18204,2951,2025-09-17,51332.47,Paid
18205,13243,2024-07-16,145465.22,Paid
18206,9665,2022-06-05,6082.51,Late
18207,11360,2025-01-12,142792.15,Late
18208,8948,2025-11-17,44300.0,Paid
18209,10451,2023-01-22,69849.22,Paid
18210,14808,2025-03-05,10502.97,Paid
18211,4587,2024-01-31,30602.49,Paid
18212,7416,2025-07-11,43331.89,Paid
18213,268,2023-07-19,17102.33,Paid
18214,4411,2025-07-10,198291.18,Partial
18215,10863,2025-10-30,186823.24,Paid
18216,197,2023-05-08,102245.98,Partial
18217,9209,2025-01-28,58875.89,Paid
18218,11490,2026-11-18,23238.23,Paid
18219,7152,2024-05-09,82777.83,Paid
18220,9130,2024-06-13,121616.73,Paid
18221,4677,2023-10-22,56062.84,Paid
18222,7165,2025-01-02,135943.4,Late
18223,12388,2025-12-11,16009.84,Paid
18224,177,2023-04-11,216523.63,Paid
18225,11195,2025-06-25,132757.87,Paid
18226,8066,2026-03-04,0.0,Missed
18227,180,2026-01-15,3612.58,Paid
18228,5902,2024-01-25,0.0,Missed
18229,8299,2025-06-05,0.0,Missed
18230,9397,2025-04-13,234852.07,Paid
18231,2229,2023-11-27,27135.76,Paid
18232,9025,2022-08-20,89625.5,Paid
18233,982,2023-09-02,136649.09,Paid
18234,2993,2023-08-02,29237.64,Paid
18235,11660,2024-01-25,94084.21,Late
18236,201,2023-11-24,140872.9,Late
18237,10451,2023-04-25,72246.37,Paid
18238,13738,2024-06-28,55170.37,Paid
18239,9472,2026-04-25,36324.24,Paid
18240,7041,2023-09-16,65071.8,Paid
18241,2768,2024-06-08,56210.75,Paid
18242,396,2025-02-26,44005.89,Paid
18243,4114,2023-08-19,95653.98,Paid
18244,5359,2022-03-07,94342.72,Paid
18245,11122,2025-06-16,39094.13,Paid
18246,8736,2025-07-05,144485.85,Paid
18247,14598,2024-08-20,77677.97,Paid
18248,11672,2023-05-09,91143.66,Late
18249,5635,2026-09-17,27677.83,Paid
18250,2447,2025-11-22,25434.16,Paid
18251,3753,2025-11-13,59649.08,Paid
18252,1662,2023-10-10,10475.64,Partial
18253,9231,2024-08-26,21052.26,Late
18254,5982,2024-08-27,25804.09,Late
18255,1060,2024-06-30,27404.67,Paid
18256,12995,2023-07-18,25816.95,Paid
18257,10123,2025-04-12,220234.19,Paid
18258,1073,2024-10-20,118124.8,Paid
18259,12409,2022-12-16,34317.78,Paid
18260,2347,2024-07-16,70963.01,Paid
18261,6866,2025-03-23,75329.04,Paid
18262,10089,2023-02-01,15970.21,Paid
18263,11858,2022-08-27,60418.5,Paid
18264,11790,2023-03-11,19000.08,Partial
18265,5373,2023-03-31,142395.11,Paid
18266,12519,2023-09-03,126602.36,Late
18267,6692,2023-12-29,101712.88,Late
18268,8076,2023-10-17,6385.16,Partial
18269,7133,2023-06-30,93972.5,Late
18270,3348,2024-05-23,40974.23,Paid
18271,9656,2024-09-07,62332.52,Paid
18272,11429,2025-08-13,53423.49,Paid
18273,1407,2025-12-23,97627.91,Paid
18274,236,2025-03-28,156138.0,Paid
18275,4020,2024-09-06,63878.12,Paid
18276,3037,2022-12-07,47040.79,Late
18277,2364,2023-11-14,121697.51,Paid
18278,2333,2026-04-30,183604.67,Paid
18279,11975,2025-05-13,223266.72,Paid
18280,11094,2026-01-29,118181.45,Paid
18281,12560,2025-04-01,46636.93,Paid
18282,1866,2022-11-05,13801.28,Paid
18283,3619,2025-03-25,96504.33,Paid
18284,8212,2023-03-02,36771.54,Partial
18285,522,2026-03-26,76704.87,Paid
18286,11673,2025-05-02,91773.24,Paid
18287,4117,2024-01-27,9861.25,Partial
18288,6990,2025-10-26,33149.86,Late
18289,6496,2026-04-01,35357.73,Paid
18290,9334,2025-07-12,16074.11,Paid
18291,3204,2023-08-20,100639.77,Paid
18292,2838,2023-12-19,56752.23,Paid
18293,2157,2025-01-02,57112.83,Paid
18294,2255,2025-10-31,29165.79,Late
18295,12496,2025-01-21,28061.27,Paid
18296,7822,2023-05-20,115869.32,Paid
18297,3992,2025-10-07,27378.48,Late
18298,5985,2024-06-16,105584.14,Late
18299,3054,2024-11-09,35667.88,Partial
18300,2048,2025-08-19,73073.09,Paid
18301,3519,2022-08-15,23941.68,Late
18302,7599,2025-10-08,67569.74,Paid
18303,13086,2026-08-16,97821.07,Paid
18304,14577,2024-06-06,3796.98,Paid
18305,3419,2022-11-17,64653.98,Paid
18306,12651,2026-09-25,7524.79,Paid
18307,14539,2026-11-08,37028.28,Paid
18308,2749,2025-05-24,43552.54,Paid
18309,10872,2025-11-15,54292.63,Paid
18310,6854,2022-12-16,29323.34,Paid
18311,3275,2024-01-22,145529.05,Late
18312,10703,2023-09-22,102868.13,Paid
18313,6907,2022-07-16,150779.69,Paid
18314,8299,2025-12-29,26536.17,Paid
18315,738,2024-09-01,114786.83,Late
18316,11704,2026-04-23,39352.78,Paid
18317,8550,2023-01-18,235241.265,Paid
18318,12732,2024-08-20,119969.81,Late
18319,8756,2025-08-03,235241.265,Paid
18320,6208,2024-04-17,115270.26,Paid
18321,4731,2025-02-09,208348.03,Paid
18322,3068,2026-05-31,41663.52,Partial
18323,11612,2024-05-28,29401.26,Paid
18324,3771,2024-07-18,12841.38,Paid
18325,11686,2025-05-17,38768.14,Paid
18326,5986,2023-12-01,25491.95,Late
18327,3837,2022-12-15,69291.7,Paid
18328,907,2025-08-30,215326.4,Paid
18329,11663,2026-04-06,187230.87,Paid
18330,10241,2022-08-17,69144.4,Paid
18331,3832,2026-01-07,62718.54,Partial
18332,10569,2025-06-21,0.0,Missed
18333,204,2024-07-01,227791.24,Paid
18334,10453,2023-02-10,59466.53,Partial
18335,1885,2022-12-18,191358.56,Paid
18336,804,2023-11-19,20671.84,Partial
18337,3811,2026-06-23,66573.91,Paid
18338,14102,2023-01-23,147482.55,Paid
18339,11858,2022-10-19,61780.85,Paid
18340,12198,2026-10-18,44139.6,Paid
18341,11653,2024-10-20,235241.265,Paid
18342,2620,2024-05-04,25707.73,Paid
18343,12350,2026-01-31,88392.09,Paid
18344,5452,2026-04-11,27932.31,Paid
18345,5369,2025-06-10,163392.81,Paid
18346,9860,2023-04-13,211715.06,Paid
18347,920,2022-08-09,10459.96,Paid
18348,11173,2025-04-02,84187.47,Late
18349,3549,2022-08-06,97715.31,Paid
18350,5824,2024-10-20,27123.61,Paid
18351,6854,2024-03-14,26954.3,Paid
18352,12997,2022-08-16,99366.02,Paid
18353,2692,2025-01-13,140423.77,Late
18354,7446,2024-05-20,56858.07,Paid
18355,10206,2024-10-06,11880.64,Partial
18356,8262,2024-11-30,102519.86,Paid
18357,12404,2022-09-21,166443.58,Paid
18358,1691,2023-06-04,30250.1,Paid
18359,5774,2024-08-31,6533.88,Late
18360,12106,2023-11-20,67240.85,Partial
18361,9114,2023-07-22,53188.17,Paid
18362,4124,2025-11-09,35891.44,Paid
18363,2207,2024-02-20,47402.37,Late
18364,8101,2027-03-06,0.0,Missed
18365,327,2026-07-10,114838.55,Paid
18366,14771,2024-10-08,0.0,Missed
18367,956,2024-06-07,87770.84,Paid
18368,1802,2026-07-15,217026.12,Paid
18369,11727,2025-08-14,0.0,Missed
18370,4198,2025-09-16,153970.25,Paid
18371,6723,2023-09-15,67583.3,Partial
18372,10314,2025-11-07,36862.75,Paid
18373,13519,2027-02-06,27977.07,Paid
18374,5446,2025-07-17,235241.265,Paid
18375,8405,2025-02-09,24974.18,Paid
18376,1443,2023-12-26,10547.93,Paid
18377,3475,2025-04-27,235241.265,Paid
18378,2607,2025-03-07,19469.68,Late
18379,13775,2025-07-15,7856.86,Paid
18380,13342,2024-08-11,0.0,Missed
18381,8839,2025-04-08,235241.265,Late
18382,9277,2024-12-11,0.0,Missed
18383,7200,2022-12-18,14182.94,Paid
18384,14365,2025-02-04,55783.34,Paid
18385,6441,2022-10-27,91973.28,Paid
18386,12328,2025-09-13,77617.78,Partial
18387,11155,2023-09-21,67557.37,Paid
18388,2603,2023-09-28,88987.59,Late
18389,177,2023-11-06,207030.48,Paid
18390,2978,2025-08-08,0.0,Missed
18391,6176,2023-05-27,14868.43,Paid
18392,3123,2026-03-31,12320.56,Partial
18393,14016,2023-12-12,116756.87,Paid
18394,9872,2024-06-10,71393.15,Paid
18395,6013,2025-08-26,82332.25,Late
18396,7919,2025-11-02,48242.14,Paid
18397,10386,2022-11-18,37734.36,Paid
18398,3262,2025-07-18,102274.19,Paid
18399,585,2024-04-19,41285.84,Paid
18400,13448,2025-08-03,141026.74,Paid
18401,408,2024-02-12,10311.93,Paid
18402,757,2023-02-24,0.0,Missed
18403,5715,2024-01-02,85758.42,Partial
18404,3393,2026-01-15,71296.5,Paid
18405,5456,2025-03-30,17590.35,Paid
18406,14160,2025-08-16,68137.65,Paid
18407,11431,2024-03-17,212820.42,Paid
18408,4426,2025-02-24,235241.265,Paid
18409,537,2023-03-09,35346.82,Late
18410,4807,2024-10-05,52894.61,Paid
18411,2333,2025-04-25,187347.34,Paid
18412,1822,2023-06-17,141902.99,Paid
18413,14314,2023-11-21,57898.31,Paid
18414,2332,2023-03-15,92667.16,Paid
18415,5669,2024-10-28,66210.73,Late
18416,2864,2023-10-27,115713.2,Paid
18417,12554,2024-02-21,111795.4,Late
18418,2663,2023-08-30,115041.62,Partial
18419,9454,2022-09-09,0.0,Missed
