Loan_ID,Customer_ID,Branch_ID,Loan_Amount,Loan_Term,Interest_Rate,Loan_Type,Application_Date,Approval_Status,Default_Status
7417,894,96,4500000,60,9.6,Home,2023-06-29,Approved,No Default
7418,637,16,2398411.01,36,15.35,Business,2024-09-11,Rejected,Not Applicable
7419,5255,49,1922362.7,36,8.74,Home,2024-07-05,Rejected,Not Applicable
7420,9232,88,4500000,12,8.24,Home,2024-02-13,Approved,Default
7421,3311,74,3568513.62,48,8.88,Auto,2024-01-29,Rejected,Not Applicable
7422,532,84,4500000,36,8.09,Home,2022-07-07,Rejected,Not Applicable
7423,5414,46,252879.59,36,11.81,Gold,2023-05-10,Rejected,Not Applicable
7424,1641,85,4461603.59,24,9.26,Home,2024-04-14,Rejected,Not Applicable
7425,6274,4,4424455.29,48,14.25,Business,2024-04-03,Rejected,Not Applicable
7426,6988,33,2709137.99,120,12.39,Auto,2022-12-24,Approved,No Default
7427,4981,28,4500000,60,8.98,Home,2024-05-27,Rejected,Not Applicable
7428,5913,88,866405.22,48,10.86,Home,2024-11-28,Rejected,Not Applicable
7429,5178,35,2887204.18,48,9.24,Auto,2024-06-22,Rejected,Not Applicable
7430,9555,2,4500000,60,10.6,Home,2024-08-04,Rejected,Not Applicable
7431,7127,26,572624.81,60,12.92,Personal,2024-07-20,Approved,No Default
7432,522,21,984792.79,36,12.56,Business,2025-02-21,Approved,No Default
7433,7799,3,3464086.62,36,12.07,Personal,2024-07-31,Rejected,Not Applicable
7434,5305,23,2697507.4,24,13.99,Education,2024-08-20,Approved,Default
7435,6475,41,4500000,84,7.5,Home,2024-06-30,Rejected,Not Applicable
7436,2239,81,2411810.11,60,7.5,Auto,2022-07-11,Rejected,Not Applicable
7437,7978,64,1289185.52,60,11.55,Auto,2023-01-13,Rejected,Not Applicable
7438,3441,75,2111317.77,12,13.3,Personal,2022-10-31,Rejected,Not Applicable
7439,4059,82,1626512.07,84,14.61,Gold,2024-12-31,Rejected,Not Applicable
7440,6416,42,2210307.31,48,14.73,Personal,2022-04-10,Rejected,Not Applicable
7441,9027,6,1779325.81,60,13.41,Education,2024-05-24,Rejected,Not Applicable
7442,7264,40,843229.83,120,15.26,Gold,2022-02-17,Rejected,Not Applicable
7443,5425,60,3803526.09,120,13.08,Personal,2022-12-09,Pending,Not Applicable
7444,1100,93,2307248.84,24,13.41,Gold,2022-10-17,Rejected,Not Applicable
7445,7430,35,1282160.24,60,15.44,Personal,2024-12-13,Rejected,Not Applicable
7446,4079,83,3504282.61,120,13.81,Business,2023-07-27,Approved,No Default
7447,2298,50,905235.49,36,11.75,Personal,2024-01-09,Approved,No Default
7448,5146,60,4466840.65,24,13.74,Business,2024-09-08,Rejected,Not Applicable
7449,8181,43,779216.61,24,13.89,Personal,2025-03-06,Pending,Not Applicable
7450,7542,42,1579664.81,36,14.76,Personal,2024-05-03,Rejected,Not Applicable
7451,4546,35,1619481.79,60,12.07,Education,2024-07-31,Approved,No Default
7452,8501,27,740250.72,84,12.37,Gold,2023-11-18,Rejected,Not Applicable
7453,9660,47,4500000,36,10.37,Home,2024-12-09,Rejected,Not Applicable
7454,965,36,4500000,84,10.66,Home,2024-07-05,Rejected,Not Applicable
7455,7686,18,3391888.02,36,9.8,Education,2022-01-11,Approved,No Default
7456,2845,82,4500000,12,15.12,Business,2024-09-29,Approved,Default
7457,2591,96,3209378.52,48,13.78,Education,2022-03-15,Rejected,Not Applicable
7458,478,99,4500000,60,7.5,Home,2024-09-01,Approved,No Default
7459,5395,58,1841063.89,24,11.05,Home,2024-12-09,Approved,No Default
7460,9749,68,308690.86,36,10.32,Education,2024-07-05,Rejected,Not Applicable
7461,1607,71,3462247.21,120,14.59,Personal,2024-08-22,Pending,Not Applicable
7462,3959,94,1541683.54,36,16.7,Personal,2024-01-03,Rejected,Not Applicable
7463,7142,75,1005267.66,60,12.4,Personal,2025-01-05,Approved,No Default
7464,7148,22,2283076.21,36,15.29,Personal,2022-06-16,Rejected,Not Applicable
7465,39,57,1365978.04,84,13.37,Business,2023-03-03,Rejected,Not Applicable
7466,163,64,266445.61,120,13.86,Personal,2023-01-18,Approved,No Default
7467,1526,63,3129394.5,36,13.04,Education,2022-07-17,Rejected,Not Applicable
7468,6601,94,3415159.04,60,15.83,Personal,2024-11-29,Rejected,Not Applicable
7469,7968,15,4500000,48,7.53,Home,2023-01-07,Rejected,Not Applicable
7470,3064,28,1150031.13,84,13.04,Education,2022-10-03,Approved,No Default
7471,6825,21,1074221.5,84,13.16,Business,2024-07-24,Rejected,Not Applicable
7472,2518,80,4313937.97,120,11.55,Personal,2024-12-11,Pending,Not Applicable
7473,7188,83,2039352.62,12,9.74,Auto,2024-04-04,Rejected,Not Applicable
7474,8011,57,371224.15,60,13.01,Gold,2022-11-24,Approved,No Default
7475,365,35,785029.21,12,14.53,Business,2024-09-26,Rejected,Not Applicable
7476,8185,97,4500000,12,7.5,Home,2024-04-26,Rejected,Not Applicable
7477,8807,32,2835484.86,48,12.72,Personal,2024-04-22,Approved,No Default
7478,5543,70,3769012.91,48,7.5,Auto,2022-05-05,Rejected,Not Applicable
7479,8583,78,1766976.81,48,13.5,Personal,2022-04-21,Rejected,Not Applicable
7480,1222,45,1300248.78,84,10.02,Home,2023-06-08,Rejected,Not Applicable
7481,4571,30,1995218.13,24,10.2,Home,2025-03-16,Approved,Default
7482,6203,58,2242001.66,60,15.17,Business,2022-02-02,Rejected,Not Applicable
7483,8109,54,721441.9,84,15.34,Personal,2023-12-25,Rejected,Not Applicable
7484,5737,63,1113737.01,48,12.72,Gold,2022-07-20,Approved,No Default
7485,587,50,261499.48,36,13.63,Education,2022-05-01,Approved,No Default
7486,3948,63,652292.26,12,14.95,Personal,2023-08-29,Rejected,Not Applicable
7487,4639,57,1822154.06,48,9.92,Personal,2023-12-14,Rejected,Not Applicable
7488,6619,23,308616.28,60,11.72,Auto,2023-08-04,Rejected,Not Applicable
7489,243,97,4500000,36,9.2,Home,2024-12-03,Rejected,Not Applicable
7490,7383,3,3338826.91,120,8.66,Home,2024-10-03,Rejected,Not Applicable
7491,4037,94,2736884.83,48,11.48,Education,2024-04-23,Rejected,Not Applicable
7492,1122,87,3826794.73,24,13.15,Business,2024-01-04,Rejected,Not Applicable
7493,9275,2,2546562.01,24,12.4,Education,2022-10-04,Rejected,Not Applicable
7494,6514,24,4500000,24,14.87,Business,2023-05-19,Rejected,Not Applicable
7495,2619,20,4500000,48,7.5,Home,2024-07-24,Pending,Not Applicable
7496,3015,19,2076832.86,48,15.42,Business,2022-05-07,Rejected,Not Applicable
7497,2462,30,4500000,36,7.58,Home,2023-08-28,Rejected,Not Applicable
7498,8273,24,1618182.64,24,13.79,Business,2023-08-02,Rejected,Not Applicable
7499,6902,99,4500000,24,15.38,Business,2023-06-16,Rejected,Not Applicable
7500,9964,85,3093058.36,120,10.0,Education,2023-03-09,Rejected,Not Applicable
7501,3005,21,2776443.08,84,10.37,Home,2022-01-04,Rejected,Not Applicable
7502,64,87,4500000,84,8.26,Home,2024-05-23,Pending,Not Applicable
7503,4363,74,2832245.69,60,13.27,Personal,2025-01-15,Approved,Default
7504,5676,17,4173806.29,48,10.76,Home,2022-02-06,Rejected,Not Applicable
7505,864,85,1649756.87,60,11.17,Personal,2023-10-09,Approved,No Default
7506,7620,94,1020294.06,48,10.82,Auto,2022-12-07,Approved,No Default
7507,6130,21,4500000,36,14.23,Business,2024-06-24,Rejected,Not Applicable
7508,2402,10,1512247.94,36,12.77,Education,2022-07-08,Approved,Default
7509,6766,14,1827070.18,12,11.42,Personal,2024-10-02,Approved,No Default
7510,4730,79,1920064.76,60,10.04,Education,2024-10-19,Rejected,Not Applicable
7511,3394,26,1071511.68,60,15.72,Personal,2024-05-31,Approved,No Default
7512,9383,96,2887798.96,84,7.5,Home,2024-07-10,Rejected,Not Applicable
7513,4260,48,3694349.02,84,13.13,Personal,2025-02-04,Pending,Not Applicable
7514,2429,13,2466866.27,120,14.43,Personal,2023-10-07,Rejected,Not Applicable
7515,6651,62,4500000,48,8.69,Home,2024-11-03,Rejected,Not Applicable
7516,7562,10,542036.28,36,14.1,Gold,2025-02-06,Rejected,Not Applicable
7517,8375,9,530354.79,12,13.13,Personal,2023-07-15,Approved,No Default
7518,8799,23,4500000,84,11.4,Home,2024-04-17,Rejected,Not Applicable
7519,7575,99,3875704.93,36,9.14,Home,2024-11-13,Approved,No Default
7520,1883,43,4500000,12,14.88,Business,2023-09-26,Approved,Default
7521,5038,44,4500000,36,7.5,Home,2023-09-09,Rejected,Not Applicable
7522,9022,80,4500000,48,9.81,Education,2023-01-21,Rejected,Not Applicable
7523,158,49,516558.37,24,15.4,Business,2023-05-06,Approved,No Default
7524,6126,67,820842.95,12,14.19,Business,2024-10-14,Pending,Not Applicable
7525,9115,14,4500000,24,14.22,Personal,2023-05-02,Rejected,Not Applicable
7526,7751,14,1193225.8,60,10.17,Education,2025-03-04,Rejected,Not Applicable
7527,3756,5,4500000,120,8.09,Home,2023-10-07,Rejected,Not Applicable
7528,3277,16,4294273.87,48,9.76,Education,2023-12-05,Approved,No Default
7529,77,43,2081567.02,60,16.65,Personal,2023-09-15,Pending,Not Applicable
7530,1769,43,2620578.78,12,17.12,Business,2022-08-09,Rejected,Not Applicable
7531,5251,97,708784.05,36,11.27,Gold,2023-01-17,Rejected,Not Applicable
7532,1482,49,4500000,84,15.25,Business,2023-01-12,Rejected,Not Applicable
7533,5839,56,4500000,60,10.29,Home,2023-11-09,Rejected,Not Applicable
7534,5110,33,4500000,60,15.36,Business,2022-02-11,Rejected,Not Applicable
7535,4983,37,1372159.73,36,7.5,Home,2024-03-15,Pending,Not Applicable
7536,5860,81,2184689.2,36,11.19,Education,2023-09-27,Rejected,Not Applicable
7537,4931,51,1620708.67,60,13.13,Education,2023-05-22,Approved,Default
7538,5179,28,4500000,48,7.5,Home,2022-07-05,Rejected,Not Applicable
7539,6504,45,1306824.48,48,11.46,Personal,2022-11-24,Rejected,Not Applicable
7540,7478,10,3417101.74,48,17.11,Personal,2024-05-22,Rejected,Not Applicable
7541,1802,8,984816.1,36,14.78,Personal,2024-04-07,Approved,No Default
7542,4368,16,4500000,48,7.73,Home,2024-04-01,Approved,Default
7543,9404,22,833469.04,84,11.68,Personal,2022-05-02,Rejected,Not Applicable
7544,3469,64,1127396.63,12,14.42,Personal,2024-10-29,Pending,Not Applicable
7545,2619,92,770100.3,84,11.03,Gold,2024-07-21,Pending,Not Applicable
7546,1408,48,3426451.31,60,15.87,Business,2024-11-30,Rejected,Not Applicable
7547,1030,34,3578996.56,84,7.5,Home,2022-04-19,Rejected,Not Applicable
7548,5374,74,3417982.68,48,14.11,Personal,2022-07-06,Rejected,Not Applicable
7549,1176,35,4500000,120,8.64,Home,2022-02-19,Approved,No Default
7550,2502,16,689878.22,84,8.36,Home,2024-07-13,Rejected,Not Applicable
7551,1339,83,1888071.46,36,15.55,Personal,2022-04-20,Rejected,Not Applicable
7552,8788,30,4500000,12,10.72,Home,2023-01-21,Approved,No Default
7553,7336,43,4500000,48,13.35,Business,2024-08-02,Approved,No Default
7554,8403,48,1735365.42,120,12.89,Education,2023-02-16,Rejected,Not Applicable
7555,9577,42,3649996.87,84,11.72,Home,2024-09-03,Rejected,Not Applicable
7556,944,77,2624372.66,24,15.56,Personal,2023-07-03,Rejected,Not Applicable
7557,1285,1,1338354.56,84,14.5,Personal,2022-12-31,Rejected,Not Applicable
7558,5315,10,790049.82,24,12.62,Personal,2023-10-12,Approved,No Default
7559,9385,83,1749244.05,36,12.76,Personal,2023-03-24,Rejected,Not Applicable
7560,3800,39,4451695.65,24,9.76,Auto,2023-06-22,Approved,No Default
7561,7750,31,4500000,36,10.12,Home,2024-06-07,Approved,No Default
7562,3725,65,2104243.56,60,9.16,Education,2022-04-30,Rejected,Not Applicable
7563,4757,36,1537872.36,48,15.11,Personal,2022-04-18,Approved,No Default
7564,9719,11,4090555.28,60,7.5,Home,2024-10-28,Rejected,Not Applicable
7565,1625,94,4500000,48,9.25,Home,2024-05-22,Rejected,Not Applicable
7566,7590,7,3962657.35,36,9.37,Home,2024-04-02,Approved,No Default
7567,8215,28,1081683.82,12,14.32,Personal,2023-10-28,Rejected,Not Applicable
7568,6435,31,1046745.18,84,12.14,Education,2022-05-24,Rejected,Not Applicable
7569,5415,51,4500000,60,10.78,Home,2022-08-05,Rejected,Not Applicable
7570,8535,93,542083.21,24,13.35,Gold,2025-02-07,Approved,No Default
7571,4450,41,2961794.56,24,12.84,Personal,2023-05-09,Rejected,Not Applicable
7572,4624,58,541982.18,48,7.5,Auto,2023-08-24,Approved,No Default
7573,7291,95,2491710.17,60,15.83,Personal,2024-08-16,Pending,Not Applicable
7574,5762,2,4500000,24,10.25,Home,2025-03-23,Rejected,Not Applicable
7575,9662,15,1782795.74,48,9.96,Education,2024-01-15,Rejected,Not Applicable
7576,7104,89,4500000,60,8.58,Home,2022-03-27,Rejected,Not Applicable
7577,7823,35,781003.45,24,11.48,Gold,2025-02-02,Approved,No Default
7578,8149,82,1024161.1,60,11.4,Gold,2022-12-26,Rejected,Not Applicable
7579,546,5,1569078.81,36,11.39,Gold,2022-08-12,Approved,No Default
7580,553,86,4500000,12,10.79,Home,2024-01-07,Rejected,Not Applicable
7581,942,2,3261793.4,48,8.56,Home,2024-06-17,Rejected,Not Applicable
7582,2989,50,4500000,24,15.42,Business,2022-03-10,Rejected,Not Applicable
7583,9045,66,359221.37,48,16.09,Personal,2023-03-03,Approved,No Default
7584,1994,33,1909775.72,60,9.97,Auto,2022-11-17,Rejected,Not Applicable
7585,3508,11,1213405.14,36,14.33,Gold,2023-10-10,Approved,No Default
7586,3544,91,4500000,36,11.84,Home,2023-04-17,Rejected,Not Applicable
7587,6263,12,732755.64,60,15.43,Gold,2022-10-18,Rejected,Not Applicable
7588,4988,76,4500000,48,8.42,Home,2024-01-30,Approved,No Default
7589,6515,73,2168983.18,84,12.68,Personal,2025-03-09,Rejected,Not Applicable
7590,1118,72,3407696.77,36,13.12,Business,2022-12-06,Approved,No Default
7591,3769,6,2361486.65,120,11.13,Auto,2023-02-03,Approved,No Default
7592,3827,35,3105620.41,12,12.19,Auto,2022-12-04,Approved,No Default
7593,1313,36,1122993.09,60,15.85,Personal,2022-11-19,Rejected,Not Applicable
7594,6123,91,1274493.98,60,10.43,Auto,2024-01-28,Rejected,Not Applicable
7595,7413,26,2595869.87,48,7.5,Home,2024-02-03,Rejected,Not Applicable
7596,2339,35,1561014.12,48,8.1,Home,2022-09-21,Rejected,Not Applicable
7597,7394,17,4500000,36,9.32,Home,2024-02-17,Approved,No Default
7598,6979,90,4500000,60,8.59,Home,2022-10-22,Approved,No Default
7599,6967,77,2911955.16,60,10.54,Home,2024-04-14,Approved,No Default
7600,3592,17,1741477.71,60,11.59,Business,2022-06-06,Rejected,Not Applicable
7601,8447,24,2249291.91,48,14.2,Gold,2024-05-31,Rejected,Not Applicable
7602,7765,100,4500000,60,10.7,Home,2023-07-04,Approved,No Default
7603,213,71,662750.65,36,11.91,Personal,2023-12-26,Rejected,Not Applicable
7604,119,58,1272136.8,84,11.66,Education,2024-04-26,Pending,Not Applicable
7605,6011,59,4500000,12,9.29,Home,2023-09-12,Rejected,Not Applicable
7606,3721,20,565347.37,36,14.47,Gold,2023-04-10,Rejected,Not Applicable
7607,2663,85,4500000,48,12.26,Business,2023-07-30,Rejected,Not Applicable
7608,8877,39,1338856.3,60,14.61,Personal,2023-02-26,Rejected,Not Applicable
7609,4546,54,3122767.29,84,9.02,Home,2022-07-22,Approved,Default
7610,9903,5,4020574.79,24,16.22,Business,2024-05-01,Pending,Not Applicable
7611,3209,66,4500000,36,7.5,Home,2023-12-19,Rejected,Not Applicable
7612,5910,48,4500000,60,9.75,Home,2023-08-30,Rejected,Not Applicable
7613,2544,56,545469.33,36,12.55,Personal,2023-07-30,Pending,Not Applicable
7614,2740,61,1631918.5,12,12.23,Personal,2023-08-06,Rejected,Not Applicable
7615,1591,55,796634.1,36,13.93,Personal,2023-09-03,Rejected,Not Applicable
7616,8142,96,2364080.81,36,12.73,Personal,2022-11-24,Approved,No Default
7617,8043,38,4500000,36,11.81,Home,2023-07-30,Rejected,Not Applicable
7618,6466,69,405438.27,120,7.73,Auto,2022-09-21,Pending,Not Applicable
7619,8705,43,1637113.27,84,8.44,Home,2023-07-26,Rejected,Not Applicable
7620,7213,32,1113967.64,84,12.1,Business,2022-11-03,Approved,No Default
7621,7742,92,1194371.02,84,10.26,Home,2022-01-31,Rejected,Not Applicable
7622,3115,73,3408615.79,120,13.56,Business,2022-01-16,Rejected,Not Applicable
7623,9194,19,4500000,120,7.5,Home,2023-08-10,Approved,No Default
7624,5535,87,4500000,36,11.99,Auto,2024-10-31,Pending,Not Applicable
7625,7564,53,1247311.04,48,14.94,Personal,2024-11-16,Rejected,Not Applicable
7626,7628,33,1724287.63,24,10.41,Auto,2022-09-11,Approved,No Default
7627,2104,51,1249528.82,120,14.19,Personal,2023-10-21,Rejected,Not Applicable
7628,7610,8,3780100.47,12,10.2,Home,2023-05-06,Approved,No Default
7629,5654,84,359973.38,36,8.74,Gold,2024-10-13,Pending,Not Applicable
7630,5356,17,4500000,24,10.34,Home,2024-07-10,Rejected,Not Applicable
7631,5979,99,2287591.72,60,15.46,Business,2022-11-20,Approved,No Default
7632,2712,83,4500000,36,9.8,Home,2022-05-26,Rejected,Not Applicable
7633,8405,25,996593.91,48,10.36,Auto,2025-02-15,Approved,Default
7634,4309,34,668609.86,48,8.41,Auto,2023-05-28,Rejected,Not Applicable
7635,3577,31,1259077.54,120,13.58,Personal,2023-06-01,Rejected,Not Applicable
7636,27,37,4500000,48,7.71,Home,2023-01-10,Pending,Not Applicable
7637,1995,59,2414975.22,84,13.2,Education,2022-09-19,Rejected,Not Applicable
7638,6987,48,4485695.51,36,15.57,Business,2024-12-25,Approved,No Default
7639,4109,2,769647.96,60,13.54,Business,2023-12-22,Approved,Default
7640,7942,59,3544295.72,84,10.44,Personal,2022-01-30,Rejected,Not Applicable
7641,2253,24,4500000,24,9.15,Home,2024-10-14,Rejected,Not Applicable
7642,8289,78,1264304.24,60,8.23,Auto,2022-01-22,Rejected,Not Applicable
7643,8258,11,2627452.07,36,8.91,Education,2023-01-16,Rejected,Not Applicable
7644,7309,51,992153.82,36,9.13,Gold,2024-12-04,Rejected,Not Applicable
7645,1268,10,4293953.35,84,10.65,Home,2022-09-13,Rejected,Not Applicable
7646,7736,32,4500000,12,14.73,Business,2024-05-14,Rejected,Not Applicable
7647,7778,29,2539647.73,84,13.42,Personal,2023-07-10,Rejected,Not Applicable
7648,7935,45,1034203.98,60,7.51,Home,2023-05-01,Approved,No Default
7649,9133,20,2027025.17,36,14.48,Personal,2022-12-11,Approved,No Default
7650,3149,11,3691845.6,60,12.58,Personal,2024-04-04,Approved,No Default
7651,3662,85,4500000,60,10.19,Home,2024-12-25,Rejected,Not Applicable
7652,4503,4,4500000,12,8.47,Home,2022-08-17,Rejected,Not Applicable
7653,7447,11,4500000,12,9.57,Home,2023-10-08,Rejected,Not Applicable
7654,1466,44,634721.98,12,11.15,Gold,2024-10-02,Approved,No Default
7655,5621,88,843232.16,60,14.76,Personal,2024-04-22,Pending,Not Applicable
7656,122,86,4500000,84,10.77,Home,2022-09-06,Pending,Not Applicable
7657,8843,32,1960706.15,36,12.65,Personal,2022-02-10,Approved,Default
7658,8669,57,878367.67,60,9.07,Home,2025-02-08,Rejected,Not Applicable
7659,6696,3,4500000,120,13.42,Business,2022-01-05,Approved,No Default
7660,4186,68,4500000,36,13.36,Business,2022-04-25,Approved,No Default
7661,1458,5,4500000,60,9.5,Home,2023-09-09,Rejected,Not Applicable
7662,3247,50,4500000,84,10.27,Home,2023-05-09,Rejected,Not Applicable
7663,8436,74,881983.63,120,8.61,Home,2024-10-31,Rejected,Not Applicable
7664,9943,22,4500000,60,15.92,Business,2023-01-02,Rejected,Not Applicable
7665,715,32,1499929.67,48,10.25,Home,2023-01-08,Approved,No Default
7666,5271,56,565410.72,24,11.89,Personal,2023-06-10,Approved,No Default
7667,8972,24,993340.15,60,15.0,Personal,2023-09-04,Rejected,Not Applicable
7668,6758,6,3853296.08,60,11.21,Home,2023-06-26,Approved,No Default
7669,9793,16,378855.14,120,15.73,Personal,2024-05-13,Approved,No Default
7670,9896,18,3595947.17,48,16.14,Personal,2023-03-11,Rejected,Not Applicable
7671,7490,61,4500000,36,7.5,Home,2024-01-23,Rejected,Not Applicable
7672,9634,39,2886581.43,60,10.86,Education,2023-01-25,Rejected,Not Applicable
7673,2294,14,1997151.62,60,12.65,Personal,2023-01-04,Approved,Default
7674,6171,36,2952591.58,36,15.02,Personal,2024-06-15,Rejected,Not Applicable
7675,569,81,3129944.65,36,13.2,Personal,2023-06-15,Rejected,Not Applicable
7676,3671,59,527153.37,24,11.07,Personal,2022-01-06,Approved,No Default
7677,2655,54,1231549.35,12,12.52,Personal,2024-01-09,Rejected,Not Applicable
7678,6402,100,959267.18,24,13.06,Gold,2024-04-09,Rejected,Not Applicable
7679,6651,31,4500000,60,11.32,Home,2023-09-04,Approved,No Default
7680,7256,25,1920745.48,36,13.27,Personal,2024-10-27,Rejected,Not Applicable
7681,9481,18,4500000,36,12.99,Business,2023-12-27,Approved,No Default
7682,4383,58,2560741.87,24,14.24,Personal,2022-12-29,Rejected,Not Applicable
7683,8559,1,4500000,60,11.19,Education,2023-03-18,Rejected,Not Applicable
7684,5763,50,646054.84,24,12.15,Personal,2022-11-08,Pending,Not Applicable
7685,955,73,735960.43,60,12.6,Auto,2022-04-26,Rejected,Not Applicable
7686,165,80,4500000,84,16.32,Business,2025-02-21,Approved,No Default
7687,3366,12,1565006.39,120,14.3,Personal,2025-03-05,Rejected,Not Applicable
7688,6860,11,2824798.96,120,12.95,Personal,2024-04-04,Approved,No Default
7689,2069,95,348324.07,48,15.56,Personal,2024-09-26,Approved,No Default
7690,9137,12,4500000,36,12.1,Auto,2024-05-13,Rejected,Not Applicable
7691,766,51,3877281.91,36,8.54,Home,2022-12-29,Rejected,Not Applicable
7692,7941,61,767560.0,24,11.49,Personal,2024-10-30,Approved,No Default
7693,720,40,888628.5,60,15.36,Personal,2025-02-05,Approved,No Default
7694,1707,64,952574.82,60,15.2,Business,2022-09-26,Rejected,Not Applicable
7695,6265,44,3951721.19,36,7.5,Home,2023-09-29,Approved,Default
7696,4227,47,3082852.12,36,10.25,Auto,2022-06-12,Pending,Not Applicable
7697,3316,86,1720205.61,60,12.01,Gold,2024-02-08,Pending,Not Applicable
7698,1775,54,2412164.59,12,9.99,Home,2023-05-20,Rejected,Not Applicable
7699,2226,71,1716181.57,120,11.63,Gold,2023-08-03,Rejected,Not Applicable
7700,3407,22,2210020.49,36,8.27,Home,2022-07-15,Rejected,Not Applicable
7701,1788,73,1459191.96,24,11.62,Personal,2023-12-23,Rejected,Not Applicable
7702,3042,60,1626742.51,60,14.03,Personal,2023-10-13,Pending,Not Applicable
7703,843,41,2279725.12,84,12.51,Personal,2023-12-03,Pending,Not Applicable
7704,9370,77,3811433.9,60,9.98,Home,2025-01-20,Rejected,Not Applicable
7705,5835,70,727310.6,48,14.48,Business,2022-02-24,Approved,No Default
7706,7414,30,2895842.39,24,12.64,Personal,2022-09-04,Approved,No Default
7707,4936,45,3639085.11,60,7.5,Home,2024-02-20,Rejected,Not Applicable
7708,2919,87,497622.64,120,12.38,Gold,2024-08-18,Rejected,Not Applicable
7709,8971,60,484493.6,24,13.32,Personal,2023-11-06,Pending,Not Applicable
7710,7566,89,538643.63,12,11.52,Gold,2024-06-10,Approved,No Default
7711,1158,87,3090952.58,24,14.93,Personal,2024-09-23,Approved,No Default
7712,4637,44,796013.16,24,12.26,Gold,2024-05-06,Approved,Default
7713,3297,43,1903974.71,24,7.5,Home,2023-04-24,Approved,No Default
7714,5828,92,2035425.65,60,11.1,Personal,2022-06-22,Rejected,Not Applicable
7715,6369,78,3318251.27,60,14.26,Business,2022-02-05,Rejected,Not Applicable
7716,4120,80,2574831.62,60,13.9,Personal,2023-01-19,Rejected,Not Applicable
7717,818,14,4500000,60,8.44,Home,2024-01-08,Approved,No Default
7718,7263,93,403600.29,48,12.3,Personal,2022-07-30,Approved,No Default
7719,8259,19,3021830.27,48,13.34,Personal,2023-07-31,Approved,Default
7720,8045,56,2752783.23,12,11.74,Home,2024-05-12,Rejected,Not Applicable
7721,3900,61,973196.84,36,13.05,Auto,2024-10-19,Approved,No Default
7722,6167,53,4500000,24,9.36,Home,2025-03-05,Rejected,Not Applicable
7723,8997,25,4500000,48,14.42,Business,2023-09-02,Approved,No Default
7724,5338,22,1199374.21,48,12.71,Education,2024-11-02,Rejected,Not Applicable
7725,5761,52,1011147.35,48,10.57,Gold,2023-03-21,Rejected,Not Applicable
7726,1742,39,586581.98,36,15.56,Personal,2022-03-08,Rejected,Not Applicable
7727,380,59,1952381.46,24,9.85,Home,2024-07-01,Rejected,Not Applicable
7728,8745,93,2071053.62,36,9.08,Auto,2024-04-03,Rejected,Not Applicable
7729,9277,34,882646.77,24,13.08,Personal,2022-04-08,Rejected,Not Applicable
7730,7909,76,4500000,24,10.98,Home,2023-09-28,Approved,No Default
7731,9017,97,2340619.94,36,9.39,Education,2023-09-10,Approved,No Default
7732,4574,50,486102.6,84,10.03,Gold,2024-10-12,Approved,Default
7733,1542,8,4500000,120,10.23,Home,2023-08-20,Rejected,Not Applicable
7734,1946,47,2696370.03,60,14.34,Personal,2022-05-20,Rejected,Not Applicable
7735,482,1,4500000,48,9.68,Home,2024-04-10,Approved,No Default
7736,8466,65,4500000,36,13.85,Business,2023-08-13,Rejected,Not Applicable
7737,8649,75,4500000,24,7.5,Home,2024-07-18,Approved,No Default
7738,5518,93,626261.53,24,11.82,Personal,2024-09-15,Rejected,Not Applicable
7739,8970,83,3018442.22,84,11.43,Personal,2022-07-07,Rejected,Not Applicable
7740,5476,65,4500000,12,15.12,Business,2022-12-10,Rejected,Not Applicable
7741,771,56,4500000,24,13.57,Business,2023-04-24,Rejected,Not Applicable
7742,4395,2,2498310.84,36,16.38,Personal,2022-08-08,Rejected,Not Applicable
7743,9834,96,2132484.36,36,9.37,Auto,2024-02-25,Rejected,Not Applicable
7744,9122,78,4500000,36,7.5,Home,2022-04-03,Rejected,Not Applicable
7745,945,91,4500000,36,14.41,Business,2024-06-01,Rejected,Not Applicable
7746,3231,54,4048867.04,48,8.93,Auto,2024-08-19,Approved,Default
7747,2695,6,4500000,36,14.81,Business,2023-11-08,Pending,Not Applicable
7748,640,80,4500000,48,7.5,Home,2022-07-20,Approved,Default
7749,3304,76,2024312.47,36,11.07,Personal,2023-05-16,Rejected,Not Applicable
7750,5861,26,4500000,36,8.03,Home,2022-06-24,Rejected,Not Applicable
7751,2707,40,2005478.36,12,9.35,Auto,2022-04-14,Rejected,Not Applicable
7752,7975,70,4288481.34,84,8.84,Auto,2024-03-12,Pending,Not Applicable
7753,1336,53,851032.55,24,16.31,Business,2022-11-18,Approved,No Default
7754,6496,59,3700520.69,24,14.2,Business,2022-02-09,Approved,No Default
7755,8494,43,4500000,60,11.97,Auto,2023-07-10,Rejected,Not Applicable
7756,7261,63,3328494.2,84,16.31,Personal,2023-03-14,Rejected,Not Applicable
7757,741,2,1856606.12,84,12.33,Business,2022-06-01,Rejected,Not Applicable
7758,2154,51,4500000,84,11.95,Business,2024-08-16,Rejected,Not Applicable
7759,4962,92,4500000,24,11.94,Business,2024-09-25,Rejected,Not Applicable
7760,4873,89,1151885.35,120,15.2,Personal,2023-09-13,Rejected,Not Applicable
7761,4024,6,2942316.42,84,14.46,Personal,2022-02-08,Rejected,Not Applicable
7762,3634,99,4500000,36,12.09,Home,2022-06-16,Approved,Default
